dest_statefips,dest_countyfips,origin_statefips,origin_countyfips,origin_stateabbr,num_returns,num_individuals,agi,origin_countyname
28,047,22,071,LA,74,140,4519,Orleans Parish
28,049,22,071,LA,30,48,1516,Orleans Parish
28,059,22,071,LA,22,31,1720,Orleans Parish
28,109,22,071,LA,38,57,1808,Orleans Parish
32,003,22,071,LA,41,65,2556,Orleans Parish
34,017,22,071,LA,28,50,2348,Orleans Parish
35,001,22,071,LA,25,30,1561,Orleans Parish
36,047,22,071,LA,80,96,3895,Orleans Parish
36,061,22,071,LA,79,101,5029,Orleans Parish
37,021,22,071,LA,28,42,2172,Orleans Parish
37,119,22,071,LA,33,47,3115,Orleans Parish
37,183,22,071,LA,32,49,3815,Orleans Parish
39,049,22,071,LA,27,36,1347,Orleans Parish
41,051,22,071,LA,54,68,2237,Orleans Parish
42,003,22,071,LA,25,34,1355,Orleans Parish
42,101,22,071,LA,47,60,3165,Orleans Parish
45,019,22,071,LA,23,28,1285,Orleans Parish
47,037,22,071,LA,61,77,5886,Orleans Parish
47,157,22,071,LA,33,59,2208,Orleans Parish
48,029,22,071,LA,54,92,3558,Orleans Parish
48,039,22,071,LA,21,30,679,Orleans Parish
48,085,22,071,LA,41,77,1991,Orleans Parish
48,113,22,071,LA,166,264,8208,Orleans Parish
48,121,22,071,LA,53,95,2327,Orleans Parish
48,157,22,071,LA,55,104,3648,Orleans Parish
48,201,22,071,LA,553,1045,32542,Orleans Parish
48,245,22,071,LA,22,30,1234,Orleans Parish
48,339,22,071,LA,32,61,3498,Orleans Parish
48,439,22,071,LA,91,166,3396,Orleans Parish
48,453,22,071,LA,118,163,10063,Orleans Parish
48,491,22,071,LA,22,37,969,Orleans Parish
51,059,22,071,LA,27,44,2632,Orleans Parish
51,810,22,071,LA,23,39,1607,Orleans Parish
53,033,22,071,LA,86,118,4447,Orleans Parish
22,015,22,073,LA,66,101,2536,Ouachita Parish
22,017,22,073,LA,91,137,3906,Ouachita Parish
22,019,22,073,LA,30,59,744,Ouachita Parish
22,021,22,073,LA,67,141,2861,Ouachita Parish
22,033,22,073,LA,73,106,3410,Ouachita Parish
22,041,22,073,LA,56,105,1951,Ouachita Parish
22,049,22,073,LA,71,139,4386,Ouachita Parish
22,051,22,073,LA,21,33,668,Ouachita Parish
22,055,22,073,LA,38,64,2763,Ouachita Parish
22,061,22,073,LA,166,331,7356,Ouachita Parish
22,065,22,073,LA,20,43,750,Ouachita Parish
22,067,22,073,LA,157,313,6803,Ouachita Parish
22,071,22,073,LA,35,47,1452,Ouachita Parish
22,073,22,073,LA,50247,105816,3083847,Ouachita Parish Non-migrants
22,079,22,073,LA,58,107,2521,Ouachita Parish
22,083,22,073,LA,147,282,6023,Ouachita Parish
22,103,22,073,LA,24,39,967,Ouachita Parish
22,111,22,073,LA,175,347,8787,Ouachita Parish
22,123,22,073,LA,30,63,1263,Ouachita Parish
32,003,22,073,LA,20,35,879,Ouachita Parish
48,085,22,073,LA,61,122,3506,Ouachita Parish
48,113,22,073,LA,199,401,5100,Ouachita Parish
48,121,22,073,LA,55,104,2314,Ouachita Parish
48,201,22,073,LA,107,209,3098,Ouachita Parish
48,257,22,073,LA,23,56,464,Ouachita Parish
48,439,22,073,LA,139,300,3892,Ouachita Parish
22,051,22,075,LA,220,422,10574,Plaquemines Parish
22,071,22,075,LA,99,185,4562,Plaquemines Parish
22,075,22,075,LA,7384,15863,599621,Plaquemines Parish Non-migrants
22,087,22,075,LA,37,73,1543,Plaquemines Parish
22,103,22,075,LA,49,114,3536,Plaquemines Parish
22,033,22,077,LA,134,261,5348,Pointe Coupee Parish
22,047,22,077,LA,27,54,1529,Pointe Coupee Parish
22,063,22,077,LA,27,53,1216,Pointe Coupee Parish
22,077,22,077,LA,7631,15349,472667,Pointe Coupee Parish Non-migrants
22,121,22,077,LA,53,110,3025,Pointe Coupee Parish
22,003,22,079,LA,29,72,1094,Rapides Parish
22,009,22,079,LA,153,332,6507,Rapides Parish
22,015,22,079,LA,35,57,1417,Rapides Parish
22,017,22,079,LA,55,104,2150,Rapides Parish
22,019,22,079,LA,38,63,1628,Rapides Parish
22,033,22,079,LA,115,205,5209,Rapides Parish
22,039,22,079,LA,36,79,1378,Rapides Parish
22,043,22,079,LA,303,662,12629,Rapides Parish
22,051,22,079,LA,26,42,1457,Rapides Parish
22,055,22,079,LA,117,219,5232,Rapides Parish
22,059,22,079,LA,27,49,1074,Rapides Parish
22,069,22,079,LA,57,102,2959,Rapides Parish
22,071,22,079,LA,31,53,1309,Rapides Parish
22,073,22,079,LA,32,72,1588,Rapides Parish
22,079,22,079,LA,42797,90162,2711280,Rapides Parish Non-migrants
22,085,22,079,LA,23,44,889,Rapides Parish
22,097,22,079,LA,25,54,821,Rapides Parish
22,103,22,079,LA,27,46,2085,Rapides Parish
22,115,22,079,LA,60,124,2952,Rapides Parish
48,085,22,079,LA,24,55,1231,Rapides Parish
48,113,22,079,LA,50,94,1446,Rapides Parish
48,201,22,079,LA,125,274,3992,Rapides Parish
48,439,22,079,LA,58,126,2424,Rapides Parish
22,015,22,081,LA,21,30,992,Red River Parish
22,017,22,081,LA,44,77,1493,Red River Parish
22,069,22,081,LA,55,134,2076,Red River Parish
22,081,22,081,LA,2598,5552,152625,Red River Parish Non-migrants
22,041,22,083,LA,58,129,2200,Richland Parish
22,073,22,083,LA,123,245,5072,Richland Parish
22,083,22,083,LA,6394,13662,336598,Richland Parish Non-migrants
22,123,22,083,LA,25,59,1163,Richland Parish
22,017,22,085,LA,29,45,1137,Sabine Parish
22,031,22,085,LA,34,66,1622,Sabine Parish
22,069,22,085,LA,40,88,1504,Sabine Parish
22,079,22,085,LA,22,37,1268,Sabine Parish
22,085,22,085,LA,7100,15669,427848,Sabine Parish Non-migrants
22,115,22,085,LA,31,72,1281,Sabine Parish
22,051,22,087,LA,184,325,5802,St. Bernard Parish
22,071,22,087,LA,274,582,7617,St. Bernard Parish
22,075,22,087,LA,27,49,911,St. Bernard Parish
22,087,22,087,LA,13727,28576,677923,St. Bernard Parish Non-migrants
22,103,22,087,LA,190,420,10933,St. Bernard Parish
28,109,22,087,LA,38,75,2144,St. Bernard Parish
48,201,22,087,LA,30,65,763,St. Bernard Parish
22,005,22,089,LA,48,92,3295,St. Charles Parish
22,033,22,089,LA,32,58,2367,St. Charles Parish
22,051,22,089,LA,398,743,23780,St. Charles Parish
22,057,22,089,LA,48,94,2459,St. Charles Parish
22,071,22,089,LA,101,161,4775,St. Charles Parish
22,089,22,089,LA,18235,38868,1347389,St. Charles Parish Non-migrants
22,095,22,089,LA,136,261,4915,St. Charles Parish
22,103,22,089,LA,99,188,6331,St. Charles Parish
22,105,22,089,LA,80,151,4245,St. Charles Parish
22,109,22,089,LA,22,46,1331,St. Charles Parish
48,201,22,089,LA,42,86,2522,St. Charles Parish
22,033,22,091,LA,36,68,1175,St. Helena Parish
22,063,22,091,LA,96,224,6861,St. Helena Parish
22,091,22,091,LA,4099,8583,190431,St. Helena Parish Non-migrants
22,105,22,091,LA,154,343,4681,St. Helena Parish
22,005,22,093,LA,158,333,7889,St. James Parish
22,033,22,093,LA,44,77,1141,St. James Parish
22,093,22,093,LA,7474,15548,503264,St. James Parish Non-migrants
22,095,22,093,LA,69,155,2615,St. James Parish
22,005,22,095,LA,136,287,7706,St. John the Baptist Parish
22,033,22,095,LA,98,180,3084,St. John the Baptist Parish
22,051,22,095,LA,280,531,11362,St. John the Baptist Parish
22,063,22,095,LA,22,50,1037,St. John the Baptist Parish
22,071,22,095,LA,96,171,3181,St. John the Baptist Parish
22,089,22,095,LA,134,325,7571,St. John the Baptist Parish
22,093,22,095,LA,82,169,3063,St. John the Baptist Parish
22,095,22,095,LA,14327,28888,756788,St. John the Baptist Parish Non-migrants
22,103,22,095,LA,62,136,3715,St. John the Baptist Parish
22,105,22,095,LA,91,183,4778,St. John the Baptist Parish
48,201,22,095,LA,74,158,2636,St. John the Baptist Parish
22,001,22,097,LA,183,424,7983,St. Landry Parish
22,019,22,097,LA,62,99,1603,St. Landry Parish
22,033,22,097,LA,66,129,2566,St. Landry Parish
22,039,22,097,LA,136,313,4973,St. Landry Parish
22,055,22,097,LA,594,1204,27581,St. Landry Parish
22,079,22,097,LA,26,50,718,St. Landry Parish
22,097,22,097,LA,27703,59903,1446167,St. Landry Parish Non-migrants
22,099,22,097,LA,116,235,4664,St. Landry Parish
22,113,22,097,LA,31,63,1008,St. Landry Parish
48,201,22,097,LA,83,175,2623,St. Landry Parish
22,001,22,099,LA,34,62,1062,St. Martin Parish
22,033,22,099,LA,29,54,1327,St. Martin Parish
22,045,22,099,LA,143,317,5480,St. Martin Parish
22,055,22,099,LA,587,1158,23636,St. Martin Parish
22,097,22,099,LA,83,177,2853,St. Martin Parish
22,099,22,099,LA,17676,37329,959086,St. Martin Parish Non-migrants
22,101,22,099,LA,29,59,1637,St. Martin Parish
22,113,22,099,LA,39,82,1309,St. Martin Parish
48,201,22,099,LA,49,89,1551,St. Martin Parish
22,007,22,101,LA,32,69,1032,St. Mary Parish
22,033,22,101,LA,40,54,1146,St. Mary Parish
22,045,22,101,LA,117,278,3706,St. Mary Parish
22,055,22,101,LA,155,324,7697,St. Mary Parish
22,057,22,101,LA,31,69,1364,St. Mary Parish
22,099,22,101,LA,31,70,1312,St. Mary Parish
22,101,22,101,LA,16308,34748,890925,St. Mary Parish Non-migrants
22,109,22,101,LA,85,163,2877,St. Mary Parish
22,113,22,101,LA,26,51,902,St. Mary Parish
48,201,22,101,LA,42,85,1254,St. Mary Parish
01,003,22,103,LA,38,72,3016,St. Tammany Parish
01,073,22,103,LA,20,39,1369,St. Tammany Parish
01,097,22,103,LA,27,49,2868,St. Tammany Parish
06,037,22,103,LA,21,27,868,St. Tammany Parish
06,073,22,103,LA,36,62,1985,St. Tammany Parish
12,033,22,103,LA,34,66,3553,St. Tammany Parish
12,086,22,103,LA,20,39,1810,St. Tammany Parish
12,131,22,103,LA,31,67,7368,St. Tammany Parish
13,121,22,103,LA,28,59,2491,St. Tammany Parish
22,005,22,103,LA,58,109,3404,St. Tammany Parish
22,033,22,103,LA,176,257,8492,St. Tammany Parish
22,051,22,103,LA,467,769,24373,St. Tammany Parish
22,055,22,103,LA,81,120,4380,St. Tammany Parish
22,057,22,103,LA,22,43,832,St. Tammany Parish
22,063,22,103,LA,96,167,5172,St. Tammany Parish
22,071,22,103,LA,488,850,26150,St. Tammany Parish
22,075,22,103,LA,20,53,1029,St. Tammany Parish
22,079,22,103,LA,20,35,1699,St. Tammany Parish
22,087,22,103,LA,94,163,3614,St. Tammany Parish
22,089,22,103,LA,29,50,1665,St. Tammany Parish
22,095,22,103,LA,22,42,894,St. Tammany Parish
22,103,22,103,LA,89754,191275,7714920,St. Tammany Parish Non-migrants
22,105,22,103,LA,618,1148,32265,St. Tammany Parish
22,109,22,103,LA,23,40,1114,St. Tammany Parish
22,117,22,103,LA,217,433,9046,St. Tammany Parish
28,045,22,103,LA,143,268,8359,St. Tammany Parish
28,047,22,103,LA,138,243,7313,St. Tammany Parish
28,059,22,103,LA,34,67,2470,St. Tammany Parish
28,109,22,103,LA,275,575,15006,St. Tammany Parish
32,003,22,103,LA,23,40,1658,St. Tammany Parish
47,157,22,103,LA,21,34,1353,St. Tammany Parish
48,029,22,103,LA,24,47,1513,St. Tammany Parish
48,085,22,103,LA,22,37,1563,St. Tammany Parish
48,113,22,103,LA,34,45,3181,St. Tammany Parish
48,157,22,103,LA,24,55,2423,St. Tammany Parish
48,201,22,103,LA,143,284,12259,St. Tammany Parish
48,339,22,103,LA,31,67,2803,St. Tammany Parish
48,439,22,103,LA,33,64,1836,St. Tammany Parish
48,453,22,103,LA,34,42,2521,St. Tammany Parish
51,810,22,103,LA,20,43,1090,St. Tammany Parish
22,005,22,105,LA,58,95,2187,Tangipahoa Parish
22,033,22,105,LA,199,340,6067,Tangipahoa Parish
22,051,22,105,LA,156,265,5300,Tangipahoa Parish
22,055,22,105,LA,20,34,1165,Tangipahoa Parish
22,063,22,105,LA,428,882,19212,Tangipahoa Parish
22,071,22,105,LA,74,112,2734,Tangipahoa Parish
22,089,22,105,LA,30,59,1611,Tangipahoa Parish
22,091,22,105,LA,132,295,4655,Tangipahoa Parish
22,095,22,105,LA,26,46,947,Tangipahoa Parish
22,103,22,105,LA,493,941,27842,Tangipahoa Parish
22,105,22,105,LA,41377,87513,2388439,Tangipahoa Parish Non-migrants
22,117,22,105,LA,105,215,3704,Tangipahoa Parish
28,109,22,105,LA,21,45,1021,Tangipahoa Parish
28,113,22,105,LA,33,61,1450,Tangipahoa Parish
48,201,22,105,LA,67,131,2231,Tangipahoa Parish
48,439,22,105,LA,21,34,616,Tangipahoa Parish
22,107,22,107,LA,1277,2560,66478,Tensas Parish Non-migrants
22,005,22,109,LA,40,76,1963,Terrebonne Parish
22,007,22,109,LA,35,58,978,Terrebonne Parish
22,019,22,109,LA,23,41,503,Terrebonne Parish
22,033,22,109,LA,99,167,8418,Terrebonne Parish
22,045,22,109,LA,21,53,1075,Terrebonne Parish
22,051,22,109,LA,88,151,3109,Terrebonne Parish
22,055,22,109,LA,91,192,4295,Terrebonne Parish
22,057,22,109,LA,810,1646,33770,Terrebonne Parish
22,071,22,109,LA,50,82,2584,Terrebonne Parish
22,101,22,109,LA,85,169,2911,Terrebonne Parish
22,103,22,109,LA,38,68,2637,Terrebonne Parish
22,105,22,109,LA,27,55,2021,Terrebonne Parish
22,109,22,109,LA,35823,76877,2206086,Terrebonne Parish Non-migrants
48,201,22,109,LA,83,193,3167,Terrebonne Parish
05,139,22,111,LA,29,63,1242,Union Parish
22,061,22,111,LA,63,144,2397,Union Parish
22,073,22,111,LA,147,292,7959,Union Parish
22,111,22,111,LA,6952,14690,378052,Union Parish Non-migrants
22,001,22,113,LA,76,143,2147,Vermilion Parish
22,019,22,113,LA,34,49,1118,Vermilion Parish
22,045,22,113,LA,122,261,3894,Vermilion Parish
22,053,22,113,LA,20,51,924,Vermilion Parish
22,055,22,113,LA,473,916,23527,Vermilion Parish
22,097,22,113,LA,32,62,1078,Vermilion Parish
22,099,22,113,LA,48,102,1816,Vermilion Parish
22,113,22,113,LA,19487,42767,1136812,Vermilion Parish Non-migrants
48,201,22,113,LA,37,68,1344,Vermilion Parish
08,041,22,115,LA,77,203,3963,Vernon Parish
13,179,22,115,LA,31,97,1629,Vernon Parish
13,215,22,115,LA,36,95,2239,Vernon Parish
15,003,22,115,LA,46,116,2270,Vernon Parish
22,011,22,115,LA,166,358,7758,Vernon Parish
22,019,22,115,LA,42,76,1851,Vernon Parish
22,079,22,115,LA,73,142,3166,Vernon Parish
22,085,22,115,LA,39,87,1547,Vernon Parish
22,115,22,115,LA,14192,31285,804964,Vernon Parish Non-migrants
29,169,22,115,LA,27,62,1645,Vernon Parish
37,051,22,115,LA,54,128,3032,Vernon Parish
40,031,22,115,LA,23,73,1378,Vernon Parish
47,125,22,115,LA,41,110,2149,Vernon Parish
48,027,22,115,LA,53,131,2703,Vernon Parish
48,029,22,115,LA,52,128,2547,Vernon Parish
48,113,22,115,LA,23,34,702,Vernon Parish
48,141,22,115,LA,36,106,1909,Vernon Parish
48,201,22,115,LA,66,141,2487,Vernon Parish
48,439,22,115,LA,27,50,979,Vernon Parish
53,053,22,115,LA,30,81,1174,Vernon Parish
53,067,22,115,LA,21,52,1183,Vernon Parish
22,033,22,117,LA,28,55,931,Washington Parish
22,051,22,117,LA,24,46,769,Washington Parish
22,063,22,117,LA,26,48,909,Washington Parish
22,071,22,117,LA,22,35,372,Washington Parish
22,103,22,117,LA,176,366,6575,Washington Parish
22,105,22,117,LA,99,172,3591,Washington Parish
22,117,22,117,LA,13460,28508,611967,Washington Parish Non-migrants
28,109,22,117,LA,25,57,840,Washington Parish
28,147,22,117,LA,25,61,784,Washington Parish
05,027,22,119,LA,28,66,963,Webster Parish
22,013,22,119,LA,40,98,1945,Webster Parish
22,015,22,119,LA,270,538,11766,Webster Parish
22,017,22,119,LA,116,221,4070,Webster Parish
22,027,22,119,LA,62,127,2278,Webster Parish
22,073,22,119,LA,22,34,674,Webster Parish
22,119,22,119,LA,12252,24842,667155,Webster Parish Non-migrants
22,005,22,121,LA,45,90,2774,West Baton Rouge Parish
22,033,22,121,LA,304,583,11993,West Baton Rouge Parish
22,047,22,121,LA,102,198,5643,West Baton Rouge Parish
22,063,22,121,LA,49,89,2275,West Baton Rouge Parish
22,077,22,121,LA,48,94,1728,West Baton Rouge Parish
22,121,22,121,LA,9194,19287,633994,West Baton Rouge Parish Non-migrants
22,073,22,123,LA,40,85,1514,West Carroll Parish
22,083,22,123,LA,21,42,666,West Carroll Parish
22,123,22,123,LA,3301,7164,168818,West Carroll Parish Non-migrants
22,033,22,125,LA,81,166,4676,West Feliciana Parish
22,125,22,125,LA,4391,8344,282012,West Feliciana Parish Non-migrants
22,043,22,127,LA,21,41,932,Winn Parish
22,049,22,127,LA,28,63,934,Winn Parish
22,069,22,127,LA,28,46,864,Winn Parish
22,127,22,127,LA,3830,8233,225588,Winn Parish Non-migrants
04,013,23,001,ME,20,42,802,Androscoggin County
23,001,23,001,ME,41091,78844,2454953,Androscoggin County Non-migrants
23,003,23,001,ME,28,49,1075,Androscoggin County
23,005,23,001,ME,515,783,26119,Androscoggin County
23,007,23,001,ME,120,232,5039,Androscoggin County
23,011,23,001,ME,333,565,18532,Androscoggin County
23,013,23,001,ME,20,31,672,Androscoggin County
23,015,23,001,ME,41,70,2490,Androscoggin County
23,017,23,001,ME,327,604,16804,Androscoggin County
23,019,23,001,ME,69,113,3197,Androscoggin County
23,023,23,001,ME,122,185,5142,Androscoggin County
23,025,23,001,ME,27,45,950,Androscoggin County
23,031,23,001,ME,112,195,4866,Androscoggin County
25,017,23,001,ME,22,32,986,Androscoggin County
25,025,23,001,ME,39,45,1099,Androscoggin County
23,001,23,003,ME,31,60,1298,Aroostook County
23,003,23,003,ME,24350,48037,1364812,Aroostook County Non-migrants
23,005,23,003,ME,63,90,3349,Aroostook County
23,011,23,003,ME,46,61,2150,Aroostook County
23,019,23,003,ME,163,250,6922,Aroostook County
23,029,23,003,ME,23,41,913,Aroostook County
23,031,23,003,ME,37,66,2331,Aroostook County
04,013,23,005,ME,54,88,4059,Cumberland County
06,037,23,005,ME,50,54,3245,Cumberland County
06,073,23,005,ME,43,60,2326,Cumberland County
08,031,23,005,ME,35,48,2269,Cumberland County
09,001,23,005,ME,24,37,2617,Cumberland County
09,003,23,005,ME,32,38,1584,Cumberland County
09,009,23,005,ME,23,32,1530,Cumberland County
11,001,23,005,ME,24,28,3533,Cumberland County
12,009,23,005,ME,22,32,1669,Cumberland County
12,011,23,005,ME,28,45,3922,Cumberland County
12,021,23,005,ME,24,45,8828,Cumberland County
12,057,23,005,ME,40,67,4023,Cumberland County
12,071,23,005,ME,38,66,3890,Cumberland County
12,081,23,005,ME,26,50,2664,Cumberland County
12,095,23,005,ME,23,42,1942,Cumberland County
12,099,23,005,ME,38,67,5056,Cumberland County
12,101,23,005,ME,27,49,1460,Cumberland County
12,103,23,005,ME,50,72,5160,Cumberland County
12,115,23,005,ME,41,70,5053,Cumberland County
17,031,23,005,ME,41,61,3251,Cumberland County
23,001,23,005,ME,927,1416,47851,Cumberland County
23,003,23,005,ME,61,96,2992,Cumberland County
23,005,23,005,ME,123336,229996,12464962,Cumberland County Non-migrants
23,007,23,005,ME,76,116,7509,Cumberland County
23,009,23,005,ME,89,140,8650,Cumberland County
23,011,23,005,ME,376,583,25234,Cumberland County
23,013,23,005,ME,84,132,6882,Cumberland County
23,015,23,005,ME,152,250,12510,Cumberland County
23,017,23,005,ME,329,532,18586,Cumberland County
23,019,23,005,ME,204,290,11273,Cumberland County
23,021,23,005,ME,32,51,1959,Cumberland County
23,023,23,005,ME,478,735,47204,Cumberland County
23,025,23,005,ME,68,98,3639,Cumberland County
23,027,23,005,ME,75,109,6271,Cumberland County
23,029,23,005,ME,20,33,1852,Cumberland County
23,031,23,005,ME,1727,2532,95878,Cumberland County
25,001,23,005,ME,21,31,2087,Cumberland County
25,009,23,005,ME,83,107,5084,Cumberland County
25,017,23,005,ME,161,224,12616,Cumberland County
25,021,23,005,ME,44,57,3750,Cumberland County
25,023,23,005,ME,21,28,1394,Cumberland County
25,025,23,005,ME,108,125,8461,Cumberland County
25,027,23,005,ME,36,50,2795,Cumberland County
27,053,23,005,ME,28,50,1063,Cumberland County
33,003,23,005,ME,49,96,3531,Cumberland County
33,009,23,005,ME,27,46,2958,Cumberland County
33,011,23,005,ME,83,126,5615,Cumberland County
33,013,23,005,ME,28,43,1992,Cumberland County
33,015,23,005,ME,86,121,6945,Cumberland County
33,017,23,005,ME,62,80,2843,Cumberland County
36,047,23,005,ME,52,63,3832,Cumberland County
36,061,23,005,ME,52,57,4855,Cumberland County
37,119,23,005,ME,24,38,1509,Cumberland County
37,183,23,005,ME,29,62,2327,Cumberland County
41,051,23,005,ME,26,31,1581,Cumberland County
42,101,23,005,ME,23,26,1146,Cumberland County
44,007,23,005,ME,24,31,1309,Cumberland County
48,201,23,005,ME,25,40,1411,Cumberland County
48,439,23,005,ME,22,55,1933,Cumberland County
48,453,23,005,ME,34,42,1711,Cumberland County
49,035,23,005,ME,26,32,1122,Cumberland County
50,007,23,005,ME,32,46,1788,Cumberland County
53,033,23,005,ME,36,51,3272,Cumberland County
23,001,23,007,ME,96,170,3630,Franklin County
23,005,23,007,ME,57,84,3818,Franklin County
23,007,23,007,ME,10595,20431,614264,Franklin County Non-migrants
23,011,23,007,ME,76,123,3420,Franklin County
23,017,23,007,ME,63,94,2498,Franklin County
23,019,23,007,ME,32,50,1170,Franklin County
23,025,23,007,ME,71,112,2626,Franklin County
23,031,23,007,ME,36,49,1398,Franklin County
23,005,23,009,ME,89,140,5902,Hancock County
23,009,23,009,ME,22023,40681,1509549,Hancock County Non-migrants
23,011,23,009,ME,33,47,1166,Hancock County
23,013,23,009,ME,21,32,752,Hancock County
23,019,23,009,ME,265,405,12952,Hancock County
23,027,23,009,ME,78,123,3605,Hancock County
23,029,23,009,ME,57,94,2811,Hancock County
04,013,23,011,ME,21,29,867,Kennebec County
23,001,23,011,ME,261,441,11932,Kennebec County
23,003,23,011,ME,33,52,1376,Kennebec County
23,005,23,011,ME,279,369,16277,Kennebec County
23,007,23,011,ME,85,142,4123,Kennebec County
23,009,23,011,ME,45,80,2046,Kennebec County
23,011,23,011,ME,48252,91530,3193125,Kennebec County Non-migrants
23,013,23,011,ME,67,95,2375,Kennebec County
23,015,23,011,ME,122,222,6314,Kennebec County
23,017,23,011,ME,49,84,2066,Kennebec County
23,019,23,011,ME,162,255,7802,Kennebec County
23,021,23,011,ME,22,37,1892,Kennebec County
23,023,23,011,ME,90,158,4484,Kennebec County
23,025,23,011,ME,396,706,15654,Kennebec County
23,027,23,011,ME,116,203,5942,Kennebec County
23,031,23,011,ME,77,108,3509,Kennebec County
23,005,23,013,ME,62,78,2846,Knox County
23,009,23,013,ME,21,38,1176,Knox County
23,011,23,013,ME,67,100,2647,Knox County
23,013,23,013,ME,16013,29561,1088502,Knox County Non-migrants
23,015,23,013,ME,130,253,6026,Knox County
23,019,23,013,ME,34,40,1281,Knox County
23,027,23,013,ME,105,177,7276,Knox County
23,031,23,013,ME,26,35,1222,Knox County
23,001,23,015,ME,28,40,1175,Lincoln County
23,005,23,015,ME,109,164,7520,Lincoln County
23,011,23,015,ME,155,270,6100,Lincoln County
23,013,23,015,ME,115,186,6047,Lincoln County
23,015,23,015,ME,14266,26268,971124,Lincoln County Non-migrants
23,019,23,015,ME,35,59,2126,Lincoln County
23,023,23,015,ME,78,133,4178,Lincoln County
23,031,23,015,ME,34,54,1079,Lincoln County
23,001,23,017,ME,251,427,9601,Oxford County
23,005,23,017,ME,233,356,9969,Oxford County
23,007,23,017,ME,55,89,2367,Oxford County
23,011,23,017,ME,54,97,2050,Oxford County
23,017,23,017,ME,21499,41125,1186902,Oxford County Non-migrants
23,019,23,017,ME,36,49,1173,Oxford County
23,025,23,017,ME,20,40,753,Oxford County
23,031,23,017,ME,107,174,4632,Oxford County
33,003,23,017,ME,52,86,2384,Oxford County
04,013,23,019,ME,22,36,1630,Penobscot County
12,101,23,019,ME,24,39,1176,Penobscot County
23,001,23,019,ME,64,93,2548,Penobscot County
23,003,23,019,ME,126,198,4864,Penobscot County
23,005,23,019,ME,223,299,10486,Penobscot County
23,007,23,019,ME,27,49,1193,Penobscot County
23,009,23,019,ME,234,393,16495,Penobscot County
23,011,23,019,ME,171,251,6993,Penobscot County
23,013,23,019,ME,33,44,1120,Penobscot County
23,015,23,019,ME,23,35,1144,Penobscot County
23,019,23,019,ME,55564,106552,3610209,Penobscot County Non-migrants
23,021,23,019,ME,147,265,6942,Penobscot County
23,023,23,019,ME,23,35,870,Penobscot County
23,025,23,019,ME,216,397,9331,Penobscot County
23,027,23,019,ME,158,274,7066,Penobscot County
23,029,23,019,ME,69,106,2834,Penobscot County
23,031,23,019,ME,93,121,3948,Penobscot County
25,017,23,019,ME,31,45,1391,Penobscot County
25,027,23,019,ME,21,24,819,Penobscot County
33,011,23,019,ME,23,38,1303,Penobscot County
23,019,23,021,ME,149,232,4870,Piscataquis County
23,021,23,021,ME,5989,11665,341544,Piscataquis County Non-migrants
23,025,23,021,ME,37,65,976,Piscataquis County
23,001,23,023,ME,142,226,6355,Sagadahoc County
23,005,23,023,ME,341,537,20170,Sagadahoc County
23,011,23,023,ME,146,248,8793,Sagadahoc County
23,015,23,023,ME,98,174,5290,Sagadahoc County
23,023,23,023,ME,14887,28038,1080207,Sagadahoc County Non-migrants
23,031,23,023,ME,43,60,2644,Sagadahoc County
23,001,23,025,ME,39,54,1439,Somerset County
23,005,23,025,ME,38,62,2151,Somerset County
23,007,23,025,ME,60,108,4136,Somerset County
23,011,23,025,ME,357,602,16566,Somerset County
23,017,23,025,ME,20,29,701,Somerset County
23,019,23,025,ME,212,341,9364,Somerset County
23,025,23,025,ME,17977,35063,1000572,Somerset County Non-migrants
23,027,23,025,ME,50,85,2150,Somerset County
23,031,23,025,ME,22,33,1284,Somerset County
23,005,23,027,ME,54,79,2207,Waldo County
23,009,23,027,ME,55,105,3402,Waldo County
23,011,23,027,ME,116,185,4873,Waldo County
23,013,23,027,ME,98,168,4870,Waldo County
23,015,23,027,ME,21,30,1022,Waldo County
23,019,23,027,ME,191,333,8615,Waldo County
23,025,23,027,ME,38,60,1677,Waldo County
23,027,23,027,ME,15026,28553,893703,Waldo County Non-migrants
23,003,23,029,ME,20,30,706,Washington County
23,005,23,029,ME,24,32,737,Washington County
23,009,23,029,ME,68,110,2475,Washington County
23,019,23,029,ME,80,119,2744,Washington County
23,029,23,029,ME,11258,21707,572773,Washington County Non-migrants
04,013,23,031,ME,25,39,1285,York County
06,073,23,031,ME,28,57,2049,York County
12,015,23,031,ME,27,41,1557,York County
12,021,23,031,ME,25,42,5318,York County
12,057,23,031,ME,25,43,1866,York County
12,071,23,031,ME,53,85,3574,York County
12,101,23,031,ME,21,32,1194,York County
12,103,23,031,ME,25,33,1642,York County
12,105,23,031,ME,28,57,1382,York County
12,115,23,031,ME,31,60,2736,York County
12,119,23,031,ME,21,37,1822,York County
23,001,23,031,ME,196,300,7837,York County
23,003,23,031,ME,43,72,2026,York County
23,005,23,031,ME,1438,2116,84851,York County
23,007,23,031,ME,40,66,2345,York County
23,009,23,031,ME,23,39,1623,York County
23,011,23,031,ME,118,202,5962,York County
23,013,23,031,ME,22,32,1374,York County
23,015,23,031,ME,36,49,2464,York County
23,017,23,031,ME,132,228,6197,York County
23,019,23,031,ME,102,174,4016,York County
23,023,23,031,ME,52,74,2931,York County
23,025,23,031,ME,34,51,2331,York County
23,027,23,031,ME,26,45,2256,York County
